Week_Commencing,Min_High_wind_gust_mph,Ave_High_wind_gust_mph,Max_High_wind_gust_mph,Sum_High_wind_gust_mph,Min_Min_temp_C,Ave_Min_temp_C,Max_Min_temp_C,Sum_Min_temp_C,Min_Max_temp_C,Ave_Max_temp_C,Max_Max_temp_C,Sum_Max_temp_C,Min_Max_rainfall_rate_mm_hr,Ave_Max_rainfall_rate_mm_hr,Max_Max_rainfall_rate_mm_hr,Sum_Max_rainfall_rate_mm_hr,Min_Total_rainfall_mm,Ave_Total_rainfall_mm,Max_Total_rainfall_mm,Sum_Total_rainfall_mm,Min_Avg_temp_C,Ave_Avg_temp_C,Max_Avg_temp_C,Sum_Avg_temp_C,Min_High_avg_wind_speed_mph,Ave_High_avg_wind_speed_mph,Max_High_avg_wind_speed_mph,Sum_High_avg_wind_speed_mph,Min_Total_sunshine_hrs,Ave_Total_sunshine_hrs,Max_Total_sunshine_hrs,Sum_Total_sunshine_hrs,Fencing_Sales
30/11/2020,0.00,12.77,21.30,76.60,-4.00,0.52,2.60,3.10,4.00,5.65,7.30,33.90,0.00,1.40,2.40,8.40,0.00,2.02,5.30,12.10,-0.80,2.85,4.40,17.10,0.00,5.85,9.00,35.10,0.00,2.50,7.20,15.00,10421.18
07/12/2020,0.00,14.80,29.50,103.60,-2.10,2.26,6.70,15.80,0.50,7.14,11.50,50.00,0.00,2.23,4.80,15.60,0.00,1.27,3.40,8.90,-1.10,4.96,9.00,34.70,0.00,6.76,16.00,47.30,0.00,0.50,2.40,3.50,5685.59
14/12/2020,20.10,26.17,30.60,183.20,3.90,5.61,9.10,39.30,9.20,10.63,12.30,74.40,0.00,4.61,16.70,32.30,0.00,1.61,5.70,11.30,6.10,8.26,11.00,57.80,7.20,12.77,16.70,89.40,0.00,3.31,6.50,23.20,8871.10
21/12/2020,6.70,24.13,39.60,168.90,-1.20,1.73,5.50,12.10,4.00,8.10,13.00,56.70,0.00,4.97,14.40,34.80,0.00,6.29,31.70,44.00,1.60,5.34,10.50,37.40,2.40,12.43,24.50,87.00,0.00,2.51,6.00,17.60,1873.51
28/12/2020,6.90,14.06,22.10,98.40,-1.70,-0.49,1.60,-3.40,1.40,3.01,4.90,21.10,0.00,1.71,2.40,12.00,0.00,0.44,1.10,3.10,-0.30,1.33,2.90,9.30,2.40,6.17,9.60,43.20,0.00,0.87,2.80,6.10,1905.31
04/01/2021,4.50,12.94,23.90,90.60,-3.80,-1.59,0.60,-11.10,-0.10,2.79,5.40,19.50,0.00,1.03,2.40,7.20,0.00,0.19,0.70,1.30,-1.90,0.84,3.40,5.90,1.50,4.83,10.10,33.80,0.00,1.30,3.60,9.10,19762.46
11/01/2021,7.80,19.64,29.50,137.50,-0.90,1.14,4.20,8.00,2.80,5.80,8.80,40.60,1.20,2.74,7.20,19.20,0.10,4.20,17.10,29.40,0.90,3.46,7.10,24.20,3.60,9.40,16.70,65.80,0.00,0.46,1.40,3.20,11747.93
18/01/2021,8.90,21.19,34.70,148.30,-4.60,0.86,9.10,6.00,0.90,7.27,11.40,50.90,0.00,3.09,7.20,21.60,0.00,1.93,4.30,13.50,-1.20,4.13,10.30,28.90,2.60,8.61,16.10,60.30,0.00,1.53,7.50,10.70,10668.60
25/01/2021,12.50,20.57,28.40,144.00,-3.40,1.49,6.60,10.40,2.70,6.87,12.30,48.10,1.20,3.26,6.00,22.80,0.40,5.00,11.40,35.00,0.10,4.44,9.60,31.10,4.00,7.80,14.80,54.60,0.00,1.17,5.00,8.20,14381.90
01/02/2021,9.80,20.64,35.30,144.50,-1.90,1.24,5.00,8.70,2.20,7.53,12.40,52.70,0.00,4.63,16.80,32.40,0.00,3.17,5.80,22.20,0.20,4.41,8.80,30.90,2.90,8.26,15.30,57.80,0.00,0.71,1.40,5.00,22994.99
08/02/2021,13.20,21.06,27.50,147.40,-4.40,-2.40,1.40,-16.80,0.90,2.36,6.40,16.50,0.00,1.20,4.80,8.40,0.00,0.19,0.70,1.30,-1.90,-0.29,3.90,-2.00,5.50,9.61,15.90,67.30,0.00,1.91,6.10,13.40,12059.35
15/02/2021,9.60,23.54,34.40,164.80,3.40,6.52,9.70,39.10,7.20,11.07,13.70,77.50,0.00,1.54,3.60,10.80,0.00,0.63,1.60,4.40,6.40,8.83,11.80,61.80,2.90,10.03,14.50,70.20,0.00,1.20,4.80,8.40,16604.81
22/02/2021,4.50,18.60,36.50,130.20,0.50,3.41,8.10,23.90,10.20,12.56,16.00,87.90,0.00,0.69,2.40,4.80,0.00,0.20,1.10,1.40,5.10,7.61,12.00,53.30,0.60,9.47,21.20,66.30,1.40,5.29,10.10,37.00,30929.13
01/03/2021,5.40,11.54,19.90,80.80,-1.00,1.83,3.20,12.80,5.10,6.23,8.00,43.60,0.00,1.37,6.00,9.60,0.00,2.57,17.50,18.00,2.70,3.70,4.40,25.90,0.60,4.29,8.10,30.00,0.00,0.64,4.50,4.50,29303.74
08/03/2021,12.30,31.93,44.50,223.50,1.90,4.27,6.40,29.90,9.00,10.29,11.40,72.00,0.00,4.97,18.00,34.80,0.00,1.76,5.50,12.30,5.40,6.83,8.90,47.80,5.00,13.49,21.50,94.40,0.00,2.50,4.70,17.50,34216.26
15/03/2021,12.80,19.70,24.60,137.90,1.50,4.40,6.60,30.80,9.50,10.91,12.50,76.40,0.00,0.34,1.20,2.40,0.00,0.20,0.90,1.40,6.20,7.41,8.40,51.90,4.70,9.11,12.40,63.80,0.00,1.46,4.00,10.20,35478.95
22/03/2021,8.50,23.06,33.80,161.40,2.10,4.93,9.50,34.50,8.90,11.79,14.30,82.50,0.00,2.23,10.80,15.60,0.00,0.54,3.10,3.80,5.40,8.00,10.80,56.00,4.10,11.16,15.00,78.10,0.00,3.04,4.10,21.30,42540.26
29/03/2021,11.00,22.63,43.00,158.40,-0.60,4.39,10.80,30.70,8.30,14.56,21.90,101.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.40,9.46,15.50,66.20,4.50,9.69,20.00,67.80,0.00,3.73,12.20,26.10,42164.35
05/04/2021,14.80,22.93,39.40,160.50,-2.60,1.91,6.70,13.40,6.40,9.74,15.90,68.20,0.00,0.86,2.40,6.00,0.00,0.33,1.70,2.30,0.80,5.31,12.40,37.20,5.10,9.80,17.80,68.60,0.00,4.40,17.00,30.80,25409.53
12/04/2021,5.80,11.27,15.20,78.90,-0.50,0.94,2.80,6.60,10.10,12.14,15.70,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,6.30,8.20,44.10,3.40,4.84,6.60,33.90,0.50,8.54,13.60,59.80,28253.97
19/04/2021,6.90,16.19,21.90,113.30,-0.10,2.70,6.10,18.90,13.00,15.87,17.70,111.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.50,9.00,11.30,63.00,1.90,6.91,10.40,48.40,5.50,11.07,14.90,77.50,33304.38
26/04/2021,11.60,19.01,32.00,133.10,1.50,2.91,4.80,20.40,10.00,12.27,14.00,85.90,0.00,1.89,8.40,13.20,0.00,2.53,17.00,17.70,5.90,7.27,8.70,50.90,4.80,7.84,14.00,54.90,0.00,4.60,9.00,32.20,36020.57
03/05/2021,17.90,27.53,40.00,192.70,1.70,4.96,9.00,34.70,10.20,12.70,17.50,88.90,2.40,5.14,9.60,36.00,0.50,3.51,11.10,24.60,5.50,8.83,13.10,61.80,7.30,11.40,17.40,79.80,0.00,4.03,10.50,28.20,18291.11
10/05/2021,5.80,16.41,37.40,114.90,5.80,6.94,8.60,48.60,11.60,14.79,16.30,103.50,1.20,6.00,12.00,42.00,0.20,2.21,5.30,15.50,9.00,10.36,11.70,72.50,2.60,6.56,15.50,45.90,0.00,2.40,5.90,16.80,29415.04
17/05/2021,12.10,23.79,35.60,166.50,3.90,6.97,9.00,48.80,12.00,14.09,16.90,98.60,0.00,7.37,25.20,51.60,0.10,3.49,8.80,24.40,8.00,10.14,11.40,71.00,4.90,9.31,15.70,65.20,0.00,2.77,9.10,19.40,20953.39
24/05/2021,3.80,14.87,26.60,104.10,5.90,7.86,12.80,55.00,12.40,17.61,22.00,123.30,0.00,1.89,12.00,13.20,0.00,1.10,7.40,7.70,8.60,12.24,15.20,85.70,1.40,5.50,10.00,38.50,0.00,4.40,9.40,30.80,30922.87
31/05/2021,3.80,11.26,22.80,78.80,8.80,11.79,16.00,82.50,17.90,22.83,27.10,159.80,0.00,1.03,7.20,7.20,0.00,0.24,1.70,1.70,13.90,16.87,20.30,118.10,1.70,3.46,5.40,24.20,0.70,8.51,15.70,59.60,20156.11
07/06/2021,6.30,12.80,17.90,89.60,11.10,13.11,15.80,91.80,21.40,23.10,26.50,161.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,18.19,21.10,127.30,1.90,3.79,5.60,26.50,0.90,9.10,16.40,63.70,27085.57
14/06/2021,7.20,14.70,20.80,102.90,8.80,11.63,14.50,81.40,13.30,19.79,26.10,138.50,0.00,8.21,39.50,57.50,0.00,5.47,13.50,38.30,11.70,15.50,20.50,108.50,2.10,5.10,7.20,35.70,0.00,5.09,15.50,35.60,28773.57
21/06/2021,5.80,15.01,23.50,105.10,6.50,11.17,12.80,78.20,15.20,18.21,21.80,127.50,0.00,1.54,4.80,10.80,0.00,0.67,2.80,4.70,11.90,14.30,16.20,100.10,2.80,5.36,7.20,37.50,0.00,3.37,14.90,23.60,28339.95
28/06/2021,4.30,8.21,12.10,57.50,9.50,12.44,15.40,87.10,15.30,19.84,23.40,138.90,0.00,1.20,4.80,8.40,0.00,0.59,2.40,4.10,13.50,15.54,18.50,108.80,1.40,3.44,4.40,24.10,0.00,1.77,4.50,12.40,28908.05
05/07/2021,3.80,9.33,21.70,65.30,11.50,12.90,14.80,90.30,18.90,20.89,23.90,146.20,0.00,8.39,28.70,58.70,0.00,2.94,7.80,20.60,15.30,16.17,18.20,113.20,1.30,3.47,5.80,24.30,0.00,1.41,2.90,9.90,20701.09
12/07/2021,6.00,9.29,15.40,65.00,10.60,14.00,16.80,98.00,20.60,24.59,29.90,172.10,0.00,0.17,1.20,1.20,0.00,0.01,0.10,0.10,16.30,19.27,23.70,134.90,2.70,4.57,6.20,32.00,0.00,9.46,16.50,66.20,28234.22
19/07/2021,7.20,14.39,23.50,100.70,13.90,14.94,16.30,104.60,20.40,26.36,30.30,184.50,0.00,8.90,62.30,62.30,0.00,0.99,6.90,6.90,17.30,19.99,22.70,139.90,2.50,5.01,7.80,35.10,0.00,8.20,15.40,57.40,30593.62
26/07/2021,5.60,16.81,30.40,117.70,10.10,12.67,15.50,88.70,18.00,20.73,25.00,145.10,1.20,4.80,16.80,33.60,1.20,3.77,10.10,26.40,14.00,15.93,19.80,111.50,2.50,6.56,15.10,45.90,0.00,2.80,7.40,19.60,18989.74
02/08/2021,8.10,20.11,33.80,140.80,11.30,12.44,14.50,87.10,18.70,20.67,23.60,144.70,0.00,4.29,9.60,30.00,0.00,0.91,2.80,6.40,14.70,15.93,17.80,111.50,2.20,5.91,9.10,41.40,0.80,3.61,11.60,25.30,25639.88
09/08/2021,9.20,14.83,22.10,103.80,11.20,12.51,13.60,87.60,21.30,22.36,23.60,156.50,0.00,3.60,13.20,25.20,0.00,1.17,5.20,8.20,15.00,16.94,17.80,118.60,3.10,4.43,6.30,31.00,1.60,3.43,6.20,24.00,22992.96
16/08/2021,5.60,12.84,20.80,89.90,11.50,13.91,15.90,97.40,17.50,19.70,21.60,137.90,0.00,1.03,3.60,7.20,0.00,2.94,18.10,20.60,14.20,16.41,18.00,114.90,1.40,4.66,7.30,32.60,0.00,1.29,5.10,9.00,15384.87
23/08/2021,9.40,13.41,20.40,93.90,9.60,11.94,14.10,83.60,16.70,19.03,21.30,133.20,0.00,0.17,1.20,1.20,0.00,0.01,0.10,0.10,13.80,15.13,16.40,105.90,4.10,5.03,6.40,35.20,0.00,2.96,8.30,20.70,17951.80
30/08/2021,7.80,10.63,13.40,74.40,9.90,12.24,13.60,85.70,16.50,19.47,25.80,136.30,0.00,0.34,2.40,2.40,0.00,0.04,0.30,0.30,14.00,15.44,19.20,108.10,2.70,4.29,6.40,30.00,0.00,1.93,11.50,13.50,20269.00
06/09/2021,3.60,10.01,19.50,70.10,12.50,14.36,16.10,100.50,18.90,24.49,29.60,171.40,0.00,2.40,13.20,16.80,0.00,0.94,5.70,6.60,15.80,18.90,21.50,132.30,0.70,3.09,4.10,21.60,0.30,5.70,13.30,39.90,21960.62
13/09/2021,4.30,7.24,9.80,50.70,9.50,11.57,13.70,81.00,16.10,19.80,22.60,138.60,0.00,4.97,24.00,34.80,0.00,2.29,11.30,16.00,14.10,15.40,17.00,107.80,1.40,2.96,4.80,20.70,0.00,2.11,5.50,14.80,17969.18
20/09/2021,6.70,13.21,24.80,92.50,9.50,11.16,14.70,78.10,19.10,21.13,23.40,147.90,0.00,0.69,4.80,4.80,0.00,0.31,2.20,2.20,14.10,15.73,17.90,110.10,3.40,4.61,6.80,32.30,2.90,7.00,11.80,49.00,18171.53
27/09/2021,19.20,24.37,28.60,170.60,6.30,7.97,10.70,55.80,13.60,15.69,17.30,109.80,1.20,5.49,19.20,38.40,0.20,3.76,14.40,26.30,9.90,11.53,14.40,80.70,5.50,6.76,7.80,47.30,0.00,4.11,8.70,28.80,27101.57
04/10/2021,2.90,18.14,34.40,127.00,7.00,9.99,12.90,69.90,13.50,16.49,19.00,115.40,0.00,5.83,26.40,40.80,0.00,2.04,9.20,14.30,10.80,12.90,15.40,90.30,0.10,5.97,10.70,41.80,0.00,4.14,8.20,29.00,22959.79
11/10/2021,5.10,11.01,18.10,77.10,5.80,8.56,9.90,59.90,14.40,15.39,17.00,107.70,0.00,1.20,6.00,8.40,0.00,0.29,1.50,2.00,9.00,11.51,12.70,80.60,2.10,4.53,6.80,31.70,0.00,2.39,6.30,16.70,15085.75
18/10/2021,14.30,22.24,33.10,155.70,5.00,8.61,12.20,60.30,10.40,14.89,18.70,104.20,0.00,7.20,44.40,50.40,0.00,3.60,21.80,25.20,7.40,11.74,15.90,82.20,5.10,7.51,12.50,52.60,0.00,3.01,8.70,21.10,12740.51
25/10/2021,7.20,26.14,50.60,183.00,5.90,9.21,13.10,64.50,13.50,15.07,16.40,105.50,0.00,1.54,3.60,10.80,0.00,0.74,1.70,5.20,9.40,11.84,14.30,82.90,3.50,8.37,18.60,58.60,0.00,1.77,3.90,12.40,21482.29
01/11/2021,4.70,17.51,25.50,122.60,0.40,3.36,7.00,23.50,8.60,11.09,13.00,77.60,0.00,0.34,1.20,2.40,0.00,0.03,0.10,0.20,4.50,7.20,10.50,50.40,2.60,5.76,7.70,40.30,0.00,2.81,8.00,19.70,20832.42
08/11/2021,4.00,10.83,19.00,75.80,5.80,9.07,10.70,63.50,12.10,13.03,14.40,91.20,0.00,1.03,6.00,7.20,0.00,0.29,1.60,2.00,10.20,11.03,12.20,77.20,2.00,4.77,7.40,33.40,0.00,0.84,2.40,5.90,18513.40
15/11/2021,3.10,11.76,30.90,82.30,2.60,5.40,8.60,37.80,7.20,11.19,13.50,78.30,0.00,1.20,6.00,8.40,0.00,0.16,0.70,1.10,4.20,8.17,11.40,57.20,0.20,4.64,11.50,32.50,0.00,2.14,5.00,15.00,23297.25
22/11/2021,5.40,19.81,47.00,138.70,-3.50,0.47,3.20,3.30,3.00,6.46,8.60,45.20,0.00,2.23,6.00,15.60,0.00,2.34,12.90,16.40,-0.70,3.50,7.10,24.50,3.50,9.34,21.40,65.40,0.00,3.43,7.80,24.00,13632.11
29/11/2021,18.10,25.80,37.40,180.60,-2.30,1.74,6.50,12.20,4.90,7.86,11.50,55.00,0.00,2.40,4.80,16.80,0.00,0.87,2.80,6.10,2.00,4.87,9.70,34.10,5.90,9.89,14.00,69.20,0.00,2.21,6.80,15.50,20617.89
06/12/2021,11.20,24.23,35.30,169.60,0.50,3.10,9.70,21.70,6.30,8.39,13.40,58.70,0.00,3.60,13.20,25.20,0.00,1.91,5.90,13.40,3.00,6.06,11.30,42.40,5.70,9.00,15.90,63.00,0.00,1.40,3.60,9.80,16229.34
13/12/2021,3.60,8.81,14.50,61.70,0.20,5.59,9.80,39.10,5.40,9.93,12.50,69.50,0.00,0.51,1.20,3.60,0.00,0.27,0.80,1.90,4.10,8.10,10.80,56.70,0.70,4.34,6.40,30.40,0.00,0.34,2.30,2.40,12220.77
20/12/2021,5.40,10.69,21.70,74.80,-1.50,2.16,4.50,15.10,4.90,6.87,10.60,48.10,0.00,2.40,6.00,16.80,0.00,3.63,12.60,25.40,2.00,4.77,7.30,33.40,3.20,5.66,10.50,39.60,0.00,0.01,0.10,0.10,2844.71
27/12/2021,19.20,23.23,31.50,162.60,5.60,8.51,12.10,59.60,9.30,12.80,15.20,89.60,0.00,3.60,7.20,25.20,0.00,2.19,8.90,15.30,7.70,10.86,13.30,76.00,6.60,8.14,10.80,57.00,0.00,0.77,2.90,5.40,6749.33
03/01/2022,7.40,17.10,21.30,119.70,-2.60,0.31,1.80,2.20,3.80,6.99,9.60,48.90,0.00,2.06,4.80,14.40,0.00,0.67,2.20,4.70,1.00,3.57,6.80,25.00,3.20,6.96,9.20,48.70,0.00,3.14,7.10,22.00,10402.30
10/01/2022,2.90,6.80,14.10,47.60,-2.30,-0.04,3.60,-0.30,4.90,8.47,10.10,59.30,0.00,0.86,1.20,6.00,0.00,0.21,0.60,1.50,1.40,4.06,7.50,28.40,0.80,3.26,6.00,22.80,0.00,3.56,7.80,24.90,20653.50
17/01/2022,4.90,11.70,26.60,81.90,-1.50,1.11,4.20,7.80,4.20,6.81,9.00,47.70,0.00,0.17,1.20,1.20,0.00,0.04,0.30,0.30,1.30,3.81,5.80,26.70,3.00,5.97,11.80,41.80,0.00,3.41,7.80,23.90,20009.52
24/01/2022,3.80,21.19,44.10,148.30,0.90,1.89,4.00,13.20,4.10,8.77,13.20,61.40,0.00,0.69,3.60,4.80,0.00,0.29,1.90,2.00,2.40,5.63,8.60,39.40,0.30,8.51,19.30,59.60,0.00,2.31,5.50,16.20,14468.69
31/01/2022,19.00,28.74,42.90,201.20,0.90,3.60,7.70,25.20,7.50,10.06,13.90,70.40,0.00,4.11,13.20,28.80,0.00,1.64,4.30,11.50,3.80,7.23,10.40,50.60,6.60,11.24,18.60,78.70,0.90,3.11,7.30,21.80,15851.18
07/02/2022,9.40,19.54,33.80,136.80,1.20,3.99,7.40,27.90,8.10,9.83,12.40,68.80,0.00,1.20,6.00,8.40,0.00,0.81,5.40,5.70,3.90,7.03,9.60,49.20,4.70,8.30,16.60,58.10,0.00,1.90,5.00,13.30,15246.78
14/02/2022,21.30,40.46,68.00,283.20,1.40,3.71,6.00,26.00,8.10,11.54,15.10,80.80,2.40,8.57,20.40,60.00,0.40,4.61,8.50,32.30,4.50,7.29,10.90,51.00,8.40,16.00,30.90,112.00,0.00,1.60,5.90,11.20,15063.68
21/02/2022,18.80,29.80,52.30,208.60,0.20,2.44,4.40,17.10,6.80,10.19,12.80,71.30,0.00,1.71,9.60,12.00,0.00,1.43,9.80,10.00,4.10,6.16,7.50,43.10,7.40,12.46,26.40,87.20,1.50,5.31,10.20,37.20,23678.34
28/02/2022,5.60,16.39,30.00,114.70,1.80,4.17,5.60,29.20,6.60,8.49,11.70,59.40,1.20,1.71,2.40,12.00,0.20,2.54,5.20,17.80,4.10,6.04,8.20,42.30,3.50,6.93,12.30,48.50,0.00,0.36,2.30,2.50,22654.11
07/03/2022,16.30,22.77,27.30,159.40,-0.90,4.30,7.40,30.10,8.90,12.04,14.90,84.30,0.00,0.51,2.40,3.60,0.00,0.23,1.50,1.60,3.00,8.04,11.30,56.30,6.20,8.53,10.50,59.70,1.00,5.00,9.90,35.00,29442.29
14/03/2022,5.40,15.19,25.70,106.30,-0.90,3.21,7.30,22.50,9.30,13.30,16.60,93.10,0.00,0.69,1.20,4.80,0.00,2.96,20.00,20.70,4.90,7.44,10.20,52.10,5.20,7.97,16.00,55.80,0.00,7.14,12.70,50.00,29968.99
21/03/2022,5.10,8.20,14.80,57.40,2.10,4.09,5.40,28.60,12.50,17.06,19.30,119.40,0.00,0.34,1.20,2.40,0.00,0.04,0.20,0.30,7.50,10.17,11.70,71.20,3.60,5.06,8.90,35.40,2.30,8.94,12.10,62.60,34753.01
28/03/2022,6.00,20.66,43.20,144.60,-0.80,1.67,5.40,11.70,6.00,9.00,16.30,63.00,0.00,1.71,2.40,12.00,0.00,1.19,6.10,8.30,2.10,4.84,10.40,33.90,3.90,9.60,18.50,67.20,0.00,5.53,11.90,38.70,38146.40
04/04/2022,14.30,26.79,47.90,187.50,-0.30,3.93,8.60,27.50,10.50,12.11,14.20,84.80,0.00,2.57,10.80,18.00,0.00,0.36,1.10,2.50,4.80,7.84,11.20,54.90,5.70,9.64,16.10,67.50,0.00,4.04,8.20,28.30,28554.39
11/04/2022,5.60,11.81,21.70,82.70,6.00,7.46,9.90,52.20,16.10,18.41,21.40,128.90,0.00,2.23,15.60,15.60,0.00,0.79,5.50,5.50,10.70,12.47,14.00,87.30,3.70,5.69,8.90,39.80,0.80,5.13,12.40,35.90,36412.45
18/04/2022,14.30,20.79,26.80,145.50,4.80,6.21,7.70,43.50,14.80,16.29,18.70,114.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.90,10.69,11.80,74.80,6.20,9.20,12.00,64.40,0.00,4.74,12.90,33.20,32944.74
25/04/2022,5.10,11.53,14.30,69.20,1.90,5.42,9.10,32.50,10.90,13.48,17.20,80.90,0.00,0.80,4.80,4.80,0.00,0.12,0.70,0.70,7.30,8.90,12.50,53.40,3.10,5.03,5.80,30.20,0.00,3.62,10.70,21.70,39153.27
